name,taste
黑椒牛柳,咸
酱炒豆腐,咸
芹菜粉,咸
风味熏鸡,咸
腰花木耳豆腐,咸
爽口穿心莲,甜
香芋煲牛腩,咸
米饭,鲜
滑溜里脊,咸
松鼠鱼,酸
糯米饼,甜
烧蹄筋,咸
口袋豆腐,咸
三鲜冰花锅烙,鲜
徳居滋味鱼,鲜
德居吊烧肉,咸
锅包肉,咸
关东大排,咸
雪花锅贴,咸
西湖莼菜羹,咸
南瓜香芋球,甜
赛熊掌,咸
黄桃樱桃肉,甜
凉拌拉皮,咸
德居滋味鱼,鲜
西葫芦鸡蛋冰花锅烙,咸
海鲜拉皮,鲜
原爆里脊,咸
老醋里脊,酸
碳烤琵琶虾,鲜
红豆饭,甜
碳烤琵笆虾,鲜
紫薯球,甜
科罗娜啤酒,辣
地瓜丸,甜
小鸡炖蘑菇,咸
海拉尔雪糕,甜
铁板大全,咸
干炸鲜蘑,咸
老味烧大肠,咸
酸辣汤,酸
松塔肉片,咸
鸡胗黄瓜钱,咸
湖虾拌青瓜,鲜
蜜汁糯米藕,甜
罐虾,鲜
砂锅鸡煲,咸
茶树菇煸四季豆,咸
美丽豆沙,甜
酱大骨棒,咸
熏酱菜,咸
溜肉段,咸
肉段小土豆,咸
尖椒干豆腐,辣
溜双段,咸
干锅有机菜花,咸
小炒湖虾,鲜
宫保鸡丁,咸
海鲜炒饭,鲜
捞汁什锦,咸
虾仁菠菜,鲜
拔丝地瓜,甜
酱骨架,咸
招牌酱骨,咸
骨棒酸菜锅,酸
特色招牌猪手,咸
锅包肉,咸
牛肉烧小土豆,咸
大饼,咸
香芋地瓜球,甜
老式溜肉段,咸
肥肠烧猪肝,咸
干锅两样,咸
香煎多宝,咸
鱼香肉丝,咸
凉菜,咸
香辣鸭头,辣
腊肉千叶豆腐,咸
干煸豆角,咸
油麦菜,咸
压锅鲤鱼,鲜
压锅四宝,咸
酱扒茄子,咸
山东拌菜,咸
大妈扒茄子,咸
合合小炒,咸
毛血旺,辣
紫苏牛肉,咸
豆角肉包子,咸
酱油炒肥肠,咸
压锅凤爪,咸
醋花生,酸
麻辣豆腐,辣
铁板海杂鱼,鲜
老肉压锅豆腐,咸
茼蒿炒杂菌,咸
大丰收,咸
酱骨头,咸
酱猪手,咸
韭香鱿鱼,鲜 
特色炒骨,咸
秋耳炒山药,咸
土豆丝炒粉,咸
酱香杂粮包,咸
扬州炒饭,咸
外婆菜,咸
孜然脆骨,咸
大肘子蘸酱菜,咸
水煮鱼,辣
自制粉肠,咸
手掰肝,咸
脆皮黄瓜,咸
排骨,咸
鱼锅,咸
小饼子,咸
炝干豆腐丝,咸
老虎菜,辣
笨锅炖大鹅,咸
炝土豆丝,咸
素拍黄瓜,咸
粉条,咸
炖鸡锅,咸
小花卷,咸
肉皮冻,咸
大饼子,咸
鲜土豆,鲜
大鲤鱼,鲜
茄子,鲜
筋头巴脑,咸
水煮花生,咸
海带丝,咸
土豆干,鲜
锅包肉,咸
黄瓜拉皮,咸
大骨棒,鲜
豆角干,鲜
榛蘑,鲜
笨鸡兔,鲜
自制皮冻,咸
酸菜,酸
炝拌菜,咸
大格瓦斯,辣
金针蘑,鲜
大美年达,甜
香菜,鲜
什锦水果罐头,甜
可乐,甜
盐炒花生,咸
芥兰丝,咸
油炸花生米,咸
油麦菜,鲜
肥羊粉,鲜
金针菇,鲜
木耳,鲜
羊排,鲜
萝卜,鲜
三丝爆豆,咸
白菜,鲜
豆角,鲜
凉拌菜,咸
凉拌腐竹,咸
菠菜,鲜
农家花卷,咸
鳇鱼排骨锅,鲜
锅出溜,咸
大鹅锅,咸
土豆,鲜
粉条,咸
大碴粥,甜
自酿格瓦斯,辣
家常凉菜,咸
酸菜,酸
茄子,鲜
大饼子,咸
豆腐,鲜
咱家豆角干,咸
屯家排骨锅,咸
山味笨鸡锅,咸
炖鱼,鲜
血肠,鲜
红酒雪梨,甜
鹅肉,鲜
鸡手,鲜
筋头巴脑锅,咸
榛蘑,鲜
鸡蛋焖子,咸
白菜,鲜
三丝爆豆,咸
大拉皮,咸
醉牛脊骨锅,咸
花卷馒头,咸
贴饼,咸
肥羊粉,鲜
腊八蒜,咸
炸江虾,鲜
脊骨铁锅炖,咸
芹菜花生米,咸
花卷蒸饺,咸
鸡肉蘑菇蒸饺,咸
冰淇淋,甜
赠的粥,甜
豆包,甜
香葱拌鹅蛋,咸
锅贴,咸
拌菜,咸
猪尾饨玉米,咸
自制皮冻,咸
蘸酱菜,咸
冻梨花红,甜
干肠,咸
凉皮,咸
皮蛋,咸
屯家排骨锅,咸
花卷,咸
土豆,鲜
锅出溜,咸
炖鱼,鲜
大鹅锅,咸
大饼子,咸
粉条,咸
酸菜,酸
白菜,鲜
鹅肉炖锅,咸
东北大铁锅炖菜,咸
锅贴,咸
皮蛋豆腐,咸
筋头巴脑锅,咸
鸡蛋焖子,咸
血肠,鲜
鸡手,鲜
三丝爆豆,咸
大碴粥,甜
醉牛脊骨锅,咸
山味笨鸡锅,咸
茄子,鲜
萝卜,鲜
干豆角,鲜
小鸡炖蘑菇蒸饺,咸
家常凉菜,咸
腊八蒜,咸
鳇鱼排骨锅,鲜
排骨炖豆角,咸
海带丝,咸
蘸酱菜,咸
脊骨铁锅炖,咸
红酒雪梨,甜
牛尾,咸
玉米饽饽,咸
榛蘑,鲜
土豆干,鲜
午餐肉,咸
粘豆包,甜
酥鲫鱼,鲜
鸡胗,咸
五花肉鱼锅,咸
凉拌鱼皮,鲜
肉皮冻,咸
一锅炖,咸
干肠,咸
江虾干炸,鲜
冻梨,甜
下酒菜,咸
锅包肉,咸
油炸冰棍,甜
官府豆腐,咸
家常自制拉皮,咸
明炉鱼,鲜
凉菜,咸
排骨！排骨！,咸
贡米丸子,咸
地三鲜,鲜
手撕大拌菜,咸
狮子头,咸
家传熏卤鸭,咸
干煸豆角,咸
格瓦斯杯,辣
啤酒猪手,咸
富贵铁板大全,咸
排骨鸡胗压土豆,咸
炸冰淇淋,甜
火爆大头菜,咸
老味冰糖肘子,甜
鲜菌油麦菜,鲜
原汁牛肉,鲜
毛血旺,辣
俄式红菜汤,咸
溜肥肠,咸
烧大肠,咸
鱼香肉丝,咸
香芋地瓜球,甜
干锅土豆片,咸
糯米丸子,甜
米饭,鲜
东北杀猪菜,咸
压锅排骨土豆豆角,咸
老黄瓜土豆片,咸
樱桃肉,甜
道台脆香饼,咸
凉拌板筋,咸
肉段烧茄子,咸
红烧肉,咸
川香辣子鸡,辣
上汤西生菜,咸
油淋腰柳,咸
原汁猪手,咸
家常炖菜,咸
干锅有机花菜,咸
香烹偏口鱼,鲜
下饭茄子,咸
烧汁耦合,咸
红焖刀鱼,咸
孜然羊肉,咸
锅包肉,咸
圆笼排骨,咸
风味拉皮,咸
得莫利炖鱼,鲜
半份杀猪菜,咸
小鸡炖蘑菇,咸
牛肉土豆柿子,酸
家常凉菜,咸
地三鲜,鲜
草帽饼,甜
牛肉馅饼,咸
吊炉酸菜白肉血肠锅,酸
焦烧肉条,咸
拔丝地瓜,甜
山东拌菜,咸
大丰收,咸
压锅鱼,鲜
番茄里脊,酸
肉丝麻酱大拉皮,咸
昆仑香辣肉,辣
鱼香肉丝,咸
干煸豆角,咸
韭菜鸡蛋馅饼,咸
蛋黄焗南瓜,咸
干炸鲜蘑,咸
酥黄菜,咸
疙瘩汤,咸
白灼西生菜,咸
宫保鸡丁,咸
糖饼,甜
昆仑滋味肉,咸
鲮鱼油麦菜,咸
火爆大头菜,咸
回锅肉,咸
蒸排骨,咸
酸菜炖骨架,酸
苏波汤,咸
风味炸排骨,咸
老街肘子,咸
滑溜里脊,咸
鲜椒牛柳,辣
溜肥肠,咸
香芋地瓜球,甜
尖椒干豆腐,辣
干锅娃娃菜,咸
蓝莓山药,甜
萝卜丸子粉丝汤,咸
三丝爆豆,咸
拔丝紫薯,甜
干锅爱上土豆片,咸
金牌滋味肉,咸
秘制羊排,鲜
锅包肉,咸
香煎牛肉,咸
双色拉皮,咸
滋味肉,咸
招财猪手,咸
红酒雪梨,甜
烤羊腿,鲜
拔丝紫薯,甜
干焅大骨棒,咸
老醋花生,酸
麻辣豆腐,辣
椒盐海鲜菇,鲜
三色丸子,咸
东坡肘子,咸
干锅千叶豆腐,咸
得莫利炖鱼,鲜
鹅肝酱焗白玉菇,咸
蒜蓉开边虾,鲜
酥黄菜,咸
上海酱香鸭,咸
蝶鱼头,鲜
荷塘小炒,咸
压锅鲤鱼,鲜
锦绣凉菜,咸
大丰收,咸
蓝莓山药,甜
营养豆腐,咸
松仁玉米,甜
鹅肝酱枸蘑菇,咸
日式鱿鱼,鲜
松鼠桂鱼,酸
养颜山药,甜
生炒有机菜花,咸
油炸冰激凌,甜
酱油炒饭,咸
果味菊花鱼,甜
招牌猪手,咸
爆米花,甜
炸蘑菇,咸
奶香地瓜球,甜
桂花糯米藕,甜
俄式酸黄瓜,酸
海米里脊葱,咸
麻辣香锅,辣
雪里红炖豆腐,咸
干锅鸭头,咸
酸梅汤,酸
酸菜大骨汤,酸
鱼锅,鲜
粉条,咸
干豆腐丝,咸
筋头巴脑,咸
花鲢,鲜
海带丝,鲜
白菜,鲜
土豆,鲜
花卷,咸
茄子,鲜
酸菜,酸
炝拌菜,咸
大鹅锅,咸
牛尾滋补锅,咸
大饼子,咸
农村冻豆腐,咸
豆角,鲜
玉米,鲜
鹌鹑蛋,鲜
干豆腐,鲜
芹菜花生米,咸
泡椒萝卜皮,咸
腐竹,鲜
木耳,鲜
青拼,鲜
丸拼,咸
香菇,鲜
大萝卜,鲜
胡萝卜,鲜
金针蘑,鲜
五花肉,咸
小鸡锅,咸
拔丝地瓜,甜
排骨,鲜
榛蘑,鲜
清蒸鲤鱼,鲜
肉皮,咸
蛋黄焗南瓜,咸
锅包肉,咸
锅包肉,咸
地三鲜,鲜
松鼠鱼,酸
肉沫大拉皮,咸
干锅千叶豆腐,咸
肉段茄子,咸
特色炒骨,咸
酸菜粉,酸
火爆大头菜,咸
鱼香肉丝,咸
铁板双鲜茄盒,鲜
水煮肉片,咸
捞汁什锦,咸
香煎偏口鱼,鲜
凉菜,咸
蒜泥肘子,咸
干锅娃娃菜,咸
红烧日本豆腐,咸
水煮鱼,辣
树椒土豆丝,辣
三丝爆豆,咸
老味狮子头,咸
笨豆芽炒粉,咸
压锅鸡手,咸
鱼香茄条,咸
宫保鸡丁,咸
白灼西生菜,咸
杀猪菜,咸
干煸肺子,咸
溜肉段,咸
香煎锅宝鱼,鲜
三八手撕鸡,咸
西红柿鸡蛋汤,酸
狮子头炖白菜粉条,咸
红烧肉压黄金勾,咸
护心肉黄磨粉,咸
肉末茄子,酸
麻辣豆腐,辣
铁板烧烤大全,咸
木须柿子,咸
青岛经典,咸
趴肘子,咸
蛋黄焗大虾,鲜
火烤大虾,鲜
蒜蓉粉丝娃娃菜,咸
铁板牛肉,咸
特色烤大排,咸
香酥鸡排,咸
蒜香鲤鱼,咸
肉饼,咸
锅包肉,咸
排骨馅包子,咸
豆腐包,咸
三鲜肉包,鲜
麻酱拉皮,咸
鲜虾仁肉包子,鲜
干炸肉段,咸
大白梨,甜
盐水猪肝,咸
红豆粥,甜
家常凉菜,咸
红焖鱼籽,咸
溜双段,咸
青笋山药,咸
油焖尖椒拼酱豆,辣
鱼香肉丝,咸
樱桃肉,甜
风味排骨包,咸
老汤干豆腐,咸
三丝爆豆,咸
老式熏鸡,咸
酱香肉,咸
小菜,咸
熏肚拼熏肠,咸
宫保鸡丁,咸
烧豆泡,咸
辣椒拼干豆腐,辣
干炸鲜蘑,鲜
滑溜里脊,咸
香葱鲽鱼肉,咸
炒三样,咸
油焖尖椒拼干豆腐,辣
酱骨架,咸
香菇肉包子,咸
素包子,甜
黄瓜鲜虾包子,鲜
地三鲜,鲜
萝卜丝丸子汤,咸
糖醋鲫鱼,酸
麻辣鸡脖子,辣
酱猪脑,咸
孜然心管,咸
养生秋葵,咸
香菇蒸虾仁,鲜
猪皮冻,咸
熏酱小肚,咸
一品香菇,咸
椒盐小排,咸
酱沙肝,咸
熏猪手,咸
牛肉馅饼,咸
碴子粥,甜
羊肉胡萝卜馅饼,咸
锅包肉,咸
猪肉三鲜馅饼,鲜
凉菜,咸
猪肉芹菜馅饼,咸
猪肉蒜苗馅,咸
滋滋烤鱼,鲜
辣鳕鱼,辣
口水鸡,咸
小咸菜,咸
排骨炖豆角,咸
紫菜蛋花汤,咸
牛肉圆葱馅,咸
黑板鸡,咸
蹄筋烧茄子,咸
干锅鸭头,咸
猪肉酸菜馅饼,酸
火爆腰花,咸
铁板蒜香血肠,咸
自制皮冻,咸
小米粥,咸
护心肉蘑菇粉,咸
冬笋烧塔菜,咸
韭菜馅饼,咸
肉段小土豆,咸
吊炉护心肉,咸
酱牛肉,咸
锅气笋衣,咸
干炸江虾,鲜
鱼香肉丝,咸
葱焗山药,咸
小炒黄牛肉,鲜
香葱木耳小蘑菇,咸
熏酱拼盘,咸
驴肉馅饼,咸
芥末肚丝,辣
笨豆芽炒粉,咸
肉沫地瓜粉,咸
老醋海蜇,酸
红烧鳊花鱼,鲜
老黄瓜汤,咸
大骨棒,咸
开边虾,鲜
儿尖椒干豆腐,辣
擂椒蹄筋茄子堡,咸
京烧大肠,咸
猪肉蒜苗馅饼,咸
酱油肥肠,咸
小花卷,咸
手撕大拌菜,咸
铁锅炖,咸
锅贴大饼子,咸
整只鸡排骨锅,咸
排骨土豆豆角米饭,咸
豆角干,鲜
粉条,咸
玉米,鲜
大鹅排骨锅,咸
水豆腐,鲜
铁锅三样鱼,鲜
排骨鸡爪锅,咸
茄子,鲜
鸡蛋焖子,咸
红苹果,甜
特色排骨锅,咸
大鹅锅,咸
素大丰收焖饭,咸
大丰收锅,咸
素拍黄瓜,咸
皮蛋豆腐,咸
炝土豆丝,咸
干豆腐丝,咸
小鸡蘑菇锅,咸
筋头巴脑焖饭,咸
哈啤,辣
三样鱼生菜,鲜
筋头巴脑锅,咸
草根鱼生菜,鲜
百威啤酒,辣
油炸花生,咸
原汁麦,鲜
胖头鱼生菜,鲜
凉菜,咸
白菜,鲜
酸菜,酸
麻酱拉皮,咸
锡纸油麦菜,咸
锡纸金针菇,咸
烤翅中,咸
皮蛋老虎菜,辣
肉皮,咸
冻豆腐,咸
鸡胗,咸
金针蘑,鲜
藕片,鲜
肥羊粉,鲜
水晶粉,咸
椰汁,甜
烧麦,咸
扒羊肉条,咸
锅包肉,咸
馅饼,咸
精美凉菜,咸
风味羊排,鲜
香辣牛肉,辣
尖椒干豆腐,辣
羊汤,鲜
焦烧肉条,咸
水爆肚,鲜
干煸豆角,咸
锅包三样,咸
滋味肉,咸
特色偏口鱼,鲜
辣子鸡,辣
水煮肉片,辣
风味牛肋,咸
红烧窝骨,咸
回头,咸
溜羊脸,咸
熏炒散代,咸
蓝莓山药,甜
芥末肚丝,辣
经典养生小炒,咸
羊腿,鲜
牛肉烧小土豆,咸
炖鱼,鲜
拌羊肝,咸
筋头炝豆腐土豆柿子,咸
香芋地瓜球,甜
尖椒炒筋皮,辣
麻酱拉皮,辣
宫保鸡丁,咸
韭菜炒散代,咸
干锅土豆片,咸
炒羊杂,咸
火爆大头菜,咸
砂锅汤,咸
如阿拉伯烤肉,咸
果仁菠菜,咸
传统生肉片,咸
孜然羊肉,咸
酱爆心管,咸
蛋黄焗香芋,甜
炸蘑菇,鲜
生炒肉片,咸
扒牛条,咸
茶树菇牛柳,咸
秋葵,鲜
花卷,咸
排骨,鲜
铁锅炖鱼,鲜
粉条,咸
大饼子,咸
酸菜,酸
土豆,鲜
鸡蛋焖子,咸
山东拌菜,咸
驴排锅,咸
干豆腐丝,咸
锅贴,咸
豆角干,鲜
白菜,鲜
芹菜花生米,咸
三丝爆豆,咸
筋头巴脑锅,咸
茄子,鲜
鸡手,咸
血肠,鲜
特色锅出溜,咸
红酒雪梨,甜
脊骨,鲜
萝卜,鲜
榛蘑,鲜
沾酱菜,咸
酱油干豆腐,咸
木耳,鲜
肉皮,咸
牛骨头锅,咸
铁锅炖大鹅,咸
自制风味干肠,咸
驴排炖鸡,咸
鱼肉,鲜
水果罐头,甜
驴肉,鲜
鱼片,鲜
听珍珍,甜
鲶鱼,鲜
干炸黄瓜香,咸
家凉,咸
腊八蒜,咸
炝海带丝,咸
五花肉,咸
咸鸭蛋,咸
羊排锅,鲜
鸳鸯锅,辣
芹菜花生,咸
娃哈哈矿泉水,鲜
可乐,甜
老式樱桃肉,甜
传统锅包肉,咸
红焖肉烧豆角,咸
猪肉三鲜,咸
风味拉皮,咸
可乐鸡翅,甜
鲮鱼油麦菜,咸
炒土豆丝,咸
孜然心管,咸
溜肝尖,咸
香辣土豆片,辣
尖椒炒干豆腐,辣
日本土豆烧肉段,咸
猪肉水饺,咸
牛肉水饺,咸
捞汁什锦,咸
溜肥肠,咸
洋葱爆猪肝,咸
毛血旺,辣
鸡蛋韭菜馅,咸
猪肉酸菜馅,酸
京酱肉丝,咸
木须肉,咸
蔬菜丸子,咸
宫保鸡丁,咸
麻辣豆腐,辣
珍心相伴,咸
铁板大全,咸
湘味小炒肉,咸
滑溜里脊,咸
铁板茄盒,咸
葱烧木耳肉,咸
锅包两样,咸
干煸鱿鱼豆角,鲜
美味溜双段,咸
铁板酸菜肥羊,酸
小炒牛柳,咸
干锅杂菌,鲜
小磨豆腐,鲜
清心小炒,咸
干炸鲜蘑,鲜
菠萝古老肉,咸
四川盆盆虾,鲜
农家小炒肉,咸
麻花回锅肉,咸
压锅鸡手,咸
鱼香茄条盖饭,咸
猪肉芹菜馅,咸
山东拌菜,咸
蘸酱菜,咸
铁锅炖,咸
贴饼子,咸
土豆,鲜
排骨肉,咸
豆腐,鲜
排骨玉米,咸
拌菜,咸
大锅炖,咸
素拍黄瓜,咸
粉条,咸
筋头巴脑,咸
豆角干,咸
长寿面,咸
花卷,咸
红烧肉锅,咸
鲤鱼鲫鱼鲶鱼锅,鲜
海带根,鲜
冻豆腐,鲜
排骨锅,咸
茄子,鲜
宽粉,咸
家常凉菜,咸
大饼子,咸
鸡手排骨,咸
鸡爪净排,咸
五花肉,鲜
麻汁面藕,咸
藕片,鲜
鸡肉锅,咸
丸拼,咸
豆皮,咸
自制皮冻,咸
三道鳞,咸
可乐,甜
康师傅红茶,甜
猪头肉拍黄瓜,咸
老醋皮蛋,酸
三丝儿爆豆,咸
小酥肉,咸
酸菜,酸
鲜虾,鲜
青梅绿茶,甜
午餐肉,咸
茼蒿,鲜
苕粉,鲜
腐竹,鲜
鸡心,鲜
原汁麦,鲜
笨鸡蛋炒毛葱,咸
蟹棒,鲜
锅包肉,咸
猪肉芹菜馅,咸
地三鲜,鲜
猪肉酸菜馅,酸
西红柿鸡蛋馅,酸
韭菜鸡蛋馅,咸
鱼香肉丝,咸
粉丝娃娃菜,咸
肉沫豆角,咸
猪肉白菜馅,咸
黑椒牛柳,咸
火爆大头菜,咸
羊肉汤,鲜
山东拌菜,咸
宫保鸡丁盖饭,咸
鸡蛋韭菜水饺,咸
虾片,鲜
糖蒜,甜
粉肠,咸
嘎巴豆,咸
一绝干豆腐,咸
鱼香茄条,咸
牛肉萝卜馅,咸
杀猪菜,咸
干煸豆角,咸
排骨炖豆角,咸
鸡蛋西葫芦水饺,咸
猪肉芹菜水饺,咸
猪肉酸菜水饺,酸
猪肉白菜水饺,咸
肉三鲜水饺,鲜
可乐,甜
格瓦斯,辣
康师傅矿泉水,鲜
鸭蛋,咸
炝土豆丝,咸
拌干豆腐丝,咸
芹菜炝花生,咸
拔丝地瓜,甜
麻辣雪鱼,辣
溜肉段盖浇饭,咸
黑椒牛柳儿,咸
蒜蓉粉丝白菜,咸
鸡蛋西葫芦馅,咸
飘香小梅肉,咸
油焖尖椒,辣
孜然烤鱼,鲜
香辣烤鱼,辣
橙汁,甜
红茶,甜
七滋烤鱼,鲜
干锅千叶豆腐,咸
家常凉菜,咸
锅包肉,咸
地三鲜,鲜
排骨鸡胗压土豆,咸
干煸豆角,咸
麻辣香锅,辣
蔬菜丸子,咸
山东拌菜,咸
干煸四季豆,咸
杏鲍菇牛柳,咸
黑椒龙利鱼,鲜
滋味肉,咸
铁板大全,咸
水煮肉片,辣
酸菜炒粉条,酸
锅仔酸菜拆骨肉,酸
烧大肠,咸
蒜蓉油麦菜,咸
葱烧木耳蟹味菇,鲜
炸三样,咸
牛肉锅,鲜
可乐瓶,甜
排骨鸡肠压土豆,咸
蜇头炒白菜,咸
康师傅红茶,甜
青椒肉丝,辣
溜肉段,咸
铁板酸菜,酸
酱猪脊骨,咸
精美虾片,鲜
孜然鸡心,咸
尖椒干豆腐盖浇饭,辣
地三鲜盖浇饭,鲜
木须番茄盖浇饭,酸 
笨豆芽黄蘑炒粉,咸
麻辣豆腐,辣
干锅娃娃菜,咸
白灼西生菜,咸
富贵毛血旺,辣
香芋地瓜球,甜
酱油炒饭,咸
黄蘑土豆片,咸
鲜虾爆蚕蛹,鲜
树椒土豆丝,辣
木须瓜片,咸
鸡蛋柿子汤,酸 
扬州炒饭,咸
韭菜鸡蛋水饺,咸
三鲜水饺,鲜
黄瓜鲜虾,鲜
麻酱拉皮,咸
酱骨架,咸
炝土豆丝,咸
锅包肉,咸
松仁玉米水饺,咸
西芹猪肉,咸
牛肉熥饺,咸
韭菜鸡蛋,咸
酥鲫鱼,鲜
鲅鱼煎饺,鲜
三鲜馅,鲜
白菜猪肉,咸
熏肠,咸
缤纷炫彩水饺,咸
蒜泥茄子,咸
酸菜猪肉水饺,酸
山东拌菜,咸
软炸里脊,咸
密制酱骨,咸
角瓜鸡蛋,咸
三鲜瑶柱,鲜
有机酸菜猪肉,酸
鸡汤干豆腐丝,咸
风味大拉皮,咸
口水鸡,咸
香辣小土豆,辣
松子玉米水饺,咸
拌海带丝,鲜
葱油白菜,咸
白灼西生菜,咸
茴香猪肉,咸
老汤肘子,咸
菜和饺子,咸
猪蹄,咸
辣子鸡,辣
蜜汁叉烧,甜
叉烧肉饺子,咸
玉米馅饺子,咸
麻辣菠菜,辣
黄瓜鲜虾煎饺,鲜
火龙果汁饺子,甜
罗汉上素,咸
肘花拍黄瓜,咸
五香牛腱,咸
煎千页豆腐,咸
鸡肉香菇,咸
小炒笋衣,咸
生鲜松仁玉米,鲜
石锅草鱼,鲜
大盆凉菜,咸
鸡手压土豆,咸
老式锅包肉,咸
三道鳞锅,咸
豆芽,鲜
香菜,鲜
压锅鸡手,咸
藕片,鲜
麻酱拉皮,咸
三道鳞石锅鱼,鲜
风味烤鱿鱼,鲜
金针菇,鲜
腊八蒜心管,咸
手撕大拌菜,咸
鲜蘑,鲜
麻辣鸭头,辣
香锅鱼,鲜
溜双段,咸
凉皮,咸
炸蘑菇,咸
鸡爪子,咸
鸡爪子土豆,咸
花卷,咸
大虾,鲜
千叶豆腐,咸
毛肚,鲜
干煸豆角,咸
鱿鱼茄子煲,鲜
酱油炒饭,咸
青菜,鲜
紫薯包,甜
皮蛋豆花,咸
炸鱼,鲜
三鲜茄子煲,鲜
梅林午餐肉,咸
软炸香芋球,甜
三道鳞鱼锅,咸
冰杨梅,甜
烤鱼草根,鲜
果仁菠菜,咸
香酥鸡翅,咸
鱼皮,鲜
土豆炒鸡,咸
玉米,鲜
素拍黄瓜,咸
日本豆腐,鲜
护心肉黄蘑,咸
牛板筋,鲜
肉沫小白菜,咸
重庆鸡公煲,咸
肥羊粉,鲜
微辣锅,辣
大头菜,鲜
米饭,鲜
油菜,鲜
香辣杏鲍鱼菇,辣
鹌鹑蛋,鲜
墨鱼丸,鲜
金针菇,鲜
蒜香排骨小煲,咸
排骨锅,咸
撒尿牛丸,咸
豆腐泡,咸
菠菜,鲜
方便面,咸
一锅出,咸
冻豆腐,鲜
盖浇饭,咸
鱼豆腐,咸
火腿片,咸
菜花,鲜
培根肉,咸
午餐肉,咸
金针蘑,鲜
木耳,鲜
藕片,鲜
鸡丸,咸
鲜蘑,鲜
腐竹,鲜
桂花肠,咸
招牌鸡肉中煲,咸
海带根,咸
亲亲肠,咸
蟹排,鲜
香辣牛腩小煲,辣
香菜,鲜
白菜,鲜
炝拌菜,咸
蟹肉棒,鲜
美味羊排小煲,鲜
鸡公煲方便面,咸
鸡公煲荤丸子,咸
招牌鸡肉小煲,咸
甘蓝,鲜
龙虾丸,鲜
娃娃菜,鲜
玉米,鲜
生菜,鲜
章鱼丸,鲜
水煮活鱼,辣
百味口水鸡,咸
宫保鸡丁,咸
磁器口毛血旺,辣
水煮肉片（猪肉）,辣
酸菜活鱼,酸
川北凉粉,辣
养颜豆花,甜
干锅土豆片,咸
鱼香茄子煲,鲜
沸腾鱼,鲜
麻辣香锅,辣
辣子鸡,辣
麻婆豆腐,咸
干煸豆角,咸
担担面,咸
锅包肉,咸
皮蛋豆腐,咸
东北大拉皮,咸
酸梅汁,酸
鱼香肉丝,咸
酸辣蕨根粉,辣
宜宾燃面,辣
馋嘴蛙,辣
银牙凉拌面,咸
蓝莓山药,甜
夫妻肺片,辣
麻辣鸭头,辣
铜盆牛蛙,辣
糯米蒸排骨,咸
蛋煎糍粑,咸
回锅肉,咸
椒香山药排骨,咸
川大厨藤椒串,辣
馋嘴鱿鱼虾,鲜
驰名毛血旺,辣
干锅有机菜花,咸
白灼西生菜,咸
钵钵虾,鲜
干煸四季豆,咸
石锅杏鲍菇,咸
口水香肥牛,鲜
干锅虾,鲜
西湖牛肉羹,咸
麻团,甜
酱油炒饭,咸
虾仁炒饭,鲜
干锅鳕鱼,鲜
摇滚拉皮,咸
鲜橙汁扎,甜
烤鱼配菜,鲜
老爹面,咸
川北凉粉,咸
金针菇海带白菜,咸
辣子鸡,辣
豆豉烤鱼,咸
大麦茶,甜
烤鱼套餐,鲜
土豆条,鲜
苦荞茶,甜
水煮鱼,辣
鱼香肉丝,咸
特色拌凉粉,咸
麻婆豆腐,咸
麻辣味烤鱼,辣
爆炒黄喉,咸
红糖糍粑,甜
夫妻肺片,辣
鸭血,鲜
肥羊粉,鲜
担担面,咸
回锅肉,咸
剁椒鱼,辣
麻辣面,辣
鱼皮,鲜
泡椒,鲜
腐竹,鲜
木耳,鲜
宫保鸡丁,咸
土豆丝,咸
口水鸡,咸
青笋,鲜
馋嘴蛙,辣
大虾,鲜
炸豆皮,咸
红油鸡肚,辣
风味豆花,咸
烧椒皮蛋,咸
鸭头,鲜
麻辣鱼土豆条,辣
小镇萝卜干,咸
小镇泡菜,甜
特色茶水,甜
素拍黄瓜,咸
宽粉,咸
麻辣豆腐,辣
剁椒,辣
爆炒大头菜,咸
长寿面,咸
蚬子,鲜
土豆芒果鱼,甜
碧绿青椒味烤草鱼,鲜
碧绿青椒芒果鱼,辣
碳烤手撕鸡,咸
夯客烤鱿鱼,鲜
海鲈鱼,鲜
面包诱惑,甜
千叶豆腐,咸
自制酸梅汤,酸
炭烤手撕鸡,咸
芒果沙冰,甜
羊肉串,鲜
美女的菠萝油条,甜
冰淇淋,甜
奶香小馒头,甜
水果沙拉,甜
红枣发糕,甜
芝士土豆泥,甜
麻团,甜
乌冬面,咸
酸豆角肉沫炒饭,酸
销魂泡泡蛙,酸
花生冰沙,甜
宽粉,咸
莴笋,鲜
牛肉串,鲜
午餐肉,咸
香辣味三道鳞,辣
猪猪包,甜
藕片,鲜
卤香干丝,咸
香蕉奶昔,甜
蓝莓山药,甜
发泄黄瓜,咸
土豆条,甜
焦糖布丁,甜
海带,鲜
海苔手抓饭,咸
鱼豆腐,咸
麻辣牛板筋,辣
碳火烤鸡,咸
豆皮,鲜
金针菇,鲜 
蒜香烤鱼,鲜
青椒拌面,辣
美蛙锅,辣
蔬菜沙拉,甜
禾味烤鱿鱼,鲜
土豆烤鱼,鲜
金针蘑,鲜
水煮鱼,辣
重庆辣子鸡,辣
川香拉皮,辣
